Query_ID,Query_Text,Department,Priority_Label
485,"I am calm but the enrollment system has failed and my registration for the final mandatory class I need to graduate is not being processed, and the window closes in 1 hour.",Academic Office,High
407,I found a charge for $45 on my account labeled 'Library Processing'. I haven't even checked out a book this term.,Finance Office,Medium
6288,The elevator in Building C is stuck on the 4th floor and someone might be inside. I can hear shouting.,Student Housing,High
6248,The lock on my dorm room window is broken and anyone could climb in from the fire escape. i need this fixed.,Student Housing,Medium
3453,can u tell me if the library has any books on the philosophy of science for my paper due next week? thx so much.,Library,Low
1512,I would like to request a copy of the university's policy on student grievances.,Academic Office,Low
2033,I CANT FIND MY DIPLOMA AND I NEED IT FOR MY JOB INTERVIEW IN TWO WEEKS!!!!!!,Academic Office,Low
6025,I need a copy of my 1098-T form for tax purposes.,Finance Office,Medium
7056,i want to know if there is a student discount for the local cinema. do i need my physical card?,Administration,Low
6259,MFA code not arriving blocking login before submission,IT Support,High
7136,I forgot to pay my graduation fee and the deadline was yesterday. Can I still pay it today?,Finance Office,Medium
5503,I noticed that the printer in the study room is making a very loud grinding noise and it's very distracting when I'm trying to work.,Library,Low
3049,admission document clarification required,Admissions,Medium
343,administration office transcript request partially fulfilled,Administration,Medium
8590,I am wondering if the library has a copy of 'Harry Potter'.,Library,Low
7118,sink leaking slowly in dorm,Student Housing,Medium
2130,URGENT!!!!! I ACCIDENTALLY DELETED MY ADMISSIONS ESSAY AND THE PORTAL IS CLOSED CAN YOU REOPEN IT FOR TWO MINUTES PLS!!!!!!!!,Admissions,Medium
4262,The study abroad portal is locking me out and the final deadline to submit my housing preference is in 30 minutes.,Admissions,High
3765,The microwave in the dorm kitchen is dirty.,Student Housing,Low
8680,I would like to inquire about the university's policy on pets in the residence halls.,Student Housing,Low
6972,I need help with my application for a scholarship; I'm not sure how to answer one of the essay questions.,Finance Office,Low
903,"The registrar's portal is showing that I have a hold on my account for a 'missing transcript', but I submitted that months ago. It's preventing me from registering for the classes that open in an hour.",Admissions,High
6321,I received a letter saying I owe $500 in administrative fees but I have no idea what they are for. Can someone explain?,Administration,Medium
954,"MFA code missing, can't log in.",IT Support,High
4549,course slots not updating after refresh,Academic Office,Medium
1513,I am calm but the ceiling in my dorm room is leaking directly onto my computer and the deadline for my project is tonight.,Student Housing,High
1480,SOS!!!! MY DORM ROOM SMELLS LIKE SMOKE AND I DONT KNOW WHERE ITS COMING FROM PLEASE HELP!!!!!!,Student Housing,High
1409,Someone stole my bike from the campus racks. Who do I talk to about checking the security cameras?,Administration,Medium
2865,library info on quiet reading zones,Library,Low
393,"The projector in Room 402 is flickering constantly, making it impossible to see the slides during the lecture.",IT Support,Medium
180,I missed the deadline to register for classes for the fall semester. Is there any way I can still register?,Academic Office,Medium
128,"My login isn't working and the MFA code never arrives, I need access asap.",IT Support,High
3229,where do i go to upload my passport for the study abroad application?,Admissions,Medium
6816,Can I get a list of all the student clubs that are focused on social justice?,Administration,Low
861,URGENT!!!!! I NEED TO KNOW IF THE LIBRARY HAS ANY CALCULATORS FOR THE MATH EXAM IN 10 MINUTES PLS PLS PLS HELP!!!!!!!,Library,Medium
4789,i lost my student id card and i need it to get into the gym. can i get a replacement today?,Administration,Low
7065,can u tell me if the library has any copies of the book 'the prince' for my politics class next week? thx.,Library,Low
3984,hi can someone tell me if the student gym has towels or if i need to bring my own? thanks.,Administration,Low
2790,I was overcharged for a lab fee and I would like to request a refund to my student account.,Finance Office,Medium
779,I need help with my application for a student grant for community-based research.,Academic Office,Low
2861,There is a severe flood in the dorm kitchen. The dishwasher is overflowing and water is hitting the electrical outlets.,Student Housing,High
881,is there a way to request a replacement for my student id card if it's just cracked but still works?,IT Support,Low
1826,There is a random $15 fee on my student account labeled 'Misc Admin'. Could someone please explain what this is for?,Finance Office,Medium
5932,I would like to request a copy of the university's policy on weapons on campus.,Administration,Low
6924,I found a suspicious package in the library lobby with wires sticking out. We are starting an informal evacuation.,Library,High
853,Someone is making threats on the university's internal messaging board. This is a safety issue.,Administration,High
